,NOME,PONTUACAO,COMENTARIO,LOCAL,TIPO,TEMPO_ESPERA,BUSCA_ID
350,Restaurante Compasso Gourmet,,,"R. Pedro 1, 349 - Centro, Fortaleza - CE, 60035-100",$$,30 min,delivery de comida
351,Zoá Gastrobar,,,"R. Visc. de Mauá, 2217 - Dionísio Torres, Fortaleza - CE, 60125-161",Restaurante,45 min a 2 h,delivery de comida
352,Brazinha Grill 2,,,"Rua General Bezerril, 590 - Centro, Fortaleza - CE, 60055-100",Restaurante,30 min,delivery de comida
353,Hanna's Restaurante | Self Service | Centro,,,"R. Major Facundo, 736 - Centro, Fortaleza - CE, 60025-100",$$,45 min,delivery de comida
354,Acarajé da Ieda,,,"Esquina da Praça do Ferreira com, R. Floriano Peixoto - Centro, Fortaleza - CE, 60025-230",$,,delivery de comida
355,Macarronada É Massa,,,"R. Gen. Sampaio, 1235 - Centro, Fortaleza - CE, 60020-030",Restaurante italiano,,delivery de comida
356,Mercantil Vegano,4.4,18 comentários,"R. Major Facundo, 1826 - José Bonifacio, Fortaleza - CE, 60025-101",Fabricante de alimentos,,delivery de comida
357,Play Lanches,,,"R. Liberato Barroso, 675 - Centro, Fortaleza - CE, 60030-160",Lanchonete,,delivery de comida
358,Catina Primu's Self-service,,,"R. da Assunção, 35 - Centro, Fortaleza - CE, 60050-010",$,,delivery de comida
359,Bambs Bar e Restaurante,4.7,30 comentários,"R. Floriano Peixoto, 1166 - Centro, Fortaleza - CE, 60025-131",Bar,"25 min a 1,5 h",delivery de comida
360,Restaurante Sabores Maia,5.0,Um comentário,"R. Gen. Murilo Borges, 571 - Cais do Porto, Fortaleza - CE, 60180-010",Restaurante familiar,,delivery de comida
361,Irmão Lanches,,,"Av. Visconde do Rio Branco, 1719 - Centro, Fortaleza - CE, 60055-170",$,15 min,delivery de comida
362,"Pecorino Bar & Trattoria: Massas, Vinhos, Delivery, Fortaleza CE",4.8,12 comentários,"R. Frederico Borges, 585 - Meireles, Fortaleza - CE, 60175-040",Restaurante italiano,,delivery de comida
363,Tios Comidas Caseiras,5.0,Um comentário,"Av. Dolor Barreira, 259 - Vicente Pinzon, Fortaleza - CE, 60181-140",Restaurante,,delivery de comida
364,Maria Clara Self Service,,,"Rua General Bezerril, 503 - Centro, Fortaleza - CE, 60055-100",Restaurante,45 min,delivery de comida
365,Restaurante Nonas,,,"Rua Conselheiro Tristão, 236 - Centro, Fortaleza - CE, 60050-100",$,,delivery de comida
366,Jotacê Carnes & Grill - Benfica,3.5,8 comentários,"Av. Domingos Olímpio, 387 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60040-081",Açougue,,delivery de comida
367,Giappone Sushibar,4.1,33 comentários,"R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60175-055",Restaurante de sushi,,delivery de comida
368,Carioca's Restaurant e Pizzaria,4.8,4 comentários,"Rua Tavares Coutinho, 1782 - Varjota, Fortaleza - CE, 60160-140",Pizzaria,,delivery de comida
369,Point do Pesk Pag,,,"Av. Nila Gomes de Soárez, 403 - Cidade 2000, Fortaleza - CE, 60190-630",Restaurante,,delivery de comida
370,L'escale Shopping Central,4.4,242 comentários,"R. Sen. Pompeu, 856 - Centro, Fortaleza - CE, 60025-000",$$,,delivery de comida
371,VóBisa Festas&Eventos,5.0,21 comentários,"R. Barão de Aratanha, 363 - José Bonifacio, Fortaleza - CE, 60050-071",Empresa de organização de eventos,,delivery de comida
372,Restaurante Amaral (o goiano),,,"Av. César Cals, 953 - Vicente Pinzon, Fortaleza - CE, 60182-035",Restaurante,25 min,delivery de comida
373,Açaiteria Sabor a Vida,,,"R. Antônio Pompeu, 584 - Centro, Fortaleza - CE, 60040-000",,,delivery de comida
374,Bar e Restaurante Dois Irmãos,,,"R. Pero Coelho, 136 - Centro, Fortaleza - CE, 60055-170",Restaurante,30 min,delivery de comida
375,Empório Errejota,,,"R. Floriano Peixoto, 1063 - Centro, Fortaleza - CE, 60025-131",,,delivery de comida
376,Self Service Robinho comida caseira,4.0,Um comentário,"Rua Torres Câmara, 648 - Aldeota, Fortaleza - CE, 60150-060",Restaurante self-service,,delivery de comida
377,Neto e Lurdinha Frituras em Geral,2.7,9 comentários,"Av. Beira Mar, 4699 - box 02 - Mucuripe, Fortaleza - CE, 60165-120",Restaurante de frutos do mar,,delivery de comida
378,Restaurante e Lanchonete Cartaxo,,,"Rua Bárbara de Alencar, 940 - Centro, Fortaleza - CE, 60140-025",,,delivery de comida
379,Ed jú Lanches,5.0,4 comentários,"R. Floriano Peixoto, 1474 - José Bonifacio, Fortaleza - CE, 60025-131",Lanchonete,,delivery de comida
380,Geladinho do Maia,,,"R. Jaime Benévolo, 695 - José Bonifacio, Fortaleza - CE, 60050-081",,,delivery de comida
381,Yaking food,,,"R. Fiscal Vieira, 3472 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60120-170",,,delivery de comida
382,"Iaçá: Açai, Distribuidora, Polpa, Açai do Pará, Açai Iaça, Belém, Fortaleza CE",5.0,8 comentários,"R. Sen. Alencar, 652 - Loja 2 - Centro, Fortaleza - CE, 60030-050",Delivery,,delivery de comida
383,Cafeteria Prosa e Queijos,4.9,40 comentários,"Av. Dr. Aldy Mentor, 430 - Cidade 2000, Fortaleza - CE, 60191-106",Cafeteria,15 min,delivery de comida
384,Comidart Comércio e Serv de Restaurante,5.0,Um comentário,"R. Maria Tomásia, 388 - Aldeota, Fortaleza - CE, 60150-170",Restaurante fast-food,,delivery de comida
385,Cucina di Maria,5.0,Um comentário,"Rua Visconde de Cairu, 431 - Praia do Futuro, Fortaleza - CE, 60182-130",Restaurante de comida para viagem,,delivery de comida
386,Skina do Açaí,4.8,6 comentários,"R. Pedro 1, 357 - Centro, Fortaleza - CE, 60035-100",Lanchonete,,delivery de comida
387,Boteco da Valdeci,,,"em frente a areninha - R. dos Cajueiros, 120 - Cidade 2000, Fortaleza - CE, 60190-270",Restaurante,,delivery de comida
388,Master Alimentos,,,"Av. Dom Manuel, 1196 - Centro, Fortaleza - CE, 60060-091",,,delivery de comida
389,Dimaias Comércio,2.5,2 comentários,"R. Joaquim Magalhães, 272 - Benfica, Fortaleza - CE, 60040-160",Delivery de Pizza,,delivery de comida
390,doceteria Maria Bonita,,,"R. Barão do Rio Branco, 1958 - José Bonifacio, Fortaleza - CE, 60025-062",,,delivery de comida
391,Iphome_estacio,,,"Av. Duque de Caxias, 101 - Centro, Fortaleza - CE, 60035-111",Restaurante,,delivery de comida
392,Padoca Café Centro,5.0,Um comentário,"R. Major Facundo, 981 E - Centro, Fortaleza - CE, 60025-100",Lanchonete,,delivery de comida
393,Água e Gelada AM,5.0,Um comentário,"R. Rodrigues Júnior, 535 - Centro, Fortaleza - CE, 60050-180",Fornecedor de água engarrafada,,delivery de comida
394,PlastMax Embalagens,4.8,41 comentários,"Loja de Embalagens Descartáveis Embalagens Descartáveis para Alimentos Embalagens Descartáveis Produtos Descartáveis com Melhor Preço - R. Gen. Clarindo de Queiroz, 1606 - Centro, Fortaleza - CE, 60035-131",Empresa de embalagens,,delivery de comida
395,Casa do Alfajor,,,"R. Dragão do Mar, 10 - Centro, Fortaleza - CE, 60060-390",Restaurante,,delivery de comida
396,Jambalera confeitaria vegana,,,"Av. Domingos Olímpio, 391 - José Bonifacio, Fortaleza - CE, 60040-081",Confeitaria,,delivery de comida
397,Damião do Guaraná,4.7,361 comentários,"R. da Assunção, 81 - Centro, Fortaleza - CE, 60050-010",$,20 min,delivery de comida
398,Matsurya,,,"R. Frederico Borges, 280 - Meireles, Fortaleza - CE, 60175-040",Restaurante japonês,,delivery de comida
399,Cozinha Boa Restaurante e Lanchonete,,,"R. Dep. Matoso Filho, 1318 - Antônio Bezerra, Fortaleza - CE, 60351-360",,,delivery de comida
400,La Mandolina Cozinha Experimental,3.7,3 comentários,"Condomínio do Edifício Cearense - R. Barão de Aratanha, 186 - loja 1 - Centro, Fortaleza - CE, 60050-070",Curso de Culinária,,delivery de comida
401,Rose's Cafeteria & Restaurante,4.8,19 comentários,"R. Pedro Borges, 33 - Loja 01 - Centro, Fortaleza - CE, 60055-120",Cafeteria,25 min a 1 h,delivery de comida
402,IMPERIO DO BOLO,4.6,7 comentários,"R. Edgar Borges, 74 - Centro, Fortaleza - CE, 60050-000",Doceria,,delivery de comida
403,Mercado dos Peixes (Centro),4.2,17 comentários,"Rua General Bezerril, 630-698 - Centro, Fortaleza - CE, 60135-050",Restaurante,,delivery de comida
404,Vínise,4.9,11 comentários,"R. Marcelino Lopes, 4200 - Lagoa Sapiranga (Coité), Fortaleza - CE, 60833-075",Loja de bebidas alcoólicas,,delivery de comida
405,Espaço Herbalife EVS JG Vida Saudável,4.7,3 comentários,"Condomínio Edif Palácio Progresso - R. Pedro Borges, 33 - Sala 805 - Centro, Fortaleza - CE, 60055-110",Restaurante,,delivery de comida
406,Padaria Romana (Centro),4.2,865 comentários,"Av. Duque de Caxias, 137 - Centro, Fortaleza - CE, 60035-110",$$,15 min,delivery de comida
407,Consultoria Íntima Sex shop e Consultoria Sexual em Fortaleza somente delivery,5.0,7 comentários,"Av. Nila Gomes de Soárez - Cidade 2000, Fortaleza - CE, 60190-630",Sex Shop,,delivery de comida
408,Ds Festas,3.1,50 comentários,"R. Barão do Rio Branco, 2035 - Centro, Fortaleza - CE, 60025-062",Confeitaria,,delivery de comida
409,Liv Up - Fortaleza,5.0,5 comentários,"Rua Afonso Celso, 300 - Aldeota, Fortaleza - CE, 60140-190",Delivery,,delivery de comida
410,Refeicões da Hora,,,"R. Rodrigues Júnior, 935 - Centro, Fortaleza - CE, 60060-001",,,delivery de comida
411,Talher Eventos & Ocasiões por Silvia Gonçalves,,,"R. José Romero de Barros, 31 - Centro, Fortaleza - CE, 60055-161",,,delivery de comida
412,Restaurante Comida Cazeira,,,"Av. Pintor Antônio Bandeira, 97 - Cais do Porto, Fortaleza - CE, 60180-476",,,delivery de comida
413,Do seu jeito,,,"Av. Dom Luís, 798 - Meireles, Fortaleza - CE, 60160-230",,,delivery de comida
414,Indie Bistrô & Arte,,,"R. Marcondes Pereira, 43 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60130-060",$$,,delivery de comida
415,Complexo Crocobeach,4.6,32.492 comentários,"Av. Clóvis Arrais Maia, 3125 - Praia Do Futuro, Fortaleza - CE, 60182-324",$$,,drive thru
416,"Drive-Thru Clementino Fraga Patologia Clínica Central | Laboratório, Análises Clínicas, Exames de sangue.",2.3,3 comentários,"R. Carlos Vasconcelos, 927 - Meireles, Fortaleza - CE, 60115-170","Laboratório médico em Fortaleza, Ceará",,drive thru
417,McDonald's,,,"Av. Santos Dumont, 6060 - Cocó, Fortaleza - CE, 60192-022",$$,20 min,drive thru
418,McDonald's,,,"Av. Santos Dumont, 1710 - Aldeota, Fortaleza - CE, 60150-160",$$,25 min,drive thru
419,"Coco Bambu Coffee Break: Cafés, Padaria, Restaurante, Drive Thru, Fortaleza CE",4.6,615 comentários,"R. Barão de Aracati, 1060 - Aldeota, Fortaleza - CE, 60115-081",$$$,"25 min a 1,5 h",drive thru
420,McDonald's,,,"Av. Dom Luís, 1200 - Loja 01 - Aldeota, Fortaleza - CE, 60160-230",$$,15 min,drive thru
421,RioMar Kennedy,4.6,35.792 comentários,"Av. Sgt. Hermínio Sampaio, 3100 - Pres. Kennedy, Fortaleza - CE, 60355-512",Shopping center,,drive thru
422,"Habib's Aldeota: Esfirra, Kibe, Sanduíche, Delivery, Fortaleza CE",,,"Av. da Abolição, 1780 - Meireles, Fortaleza - CE, 60165-080",$$,20 min a 1 h,drive thru
423,Dunada Burger,5.0,21 comentários,"M dias branco - R. dos Cajueiros, 1421 - Fortaleza, CE, 60190-620",Hamburgueria,,drive thru
424,"Habib's Treze de Maio: Esfirra, Kibe, Sanduíche, Delivery, Fortaleza CE",,,"Av. Treze de Maio, 1746 - Fátima, Fortaleza - CE, 60040-531",$$,15 min a 1 h,drive thru
425,McDonald's,,,"R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60176-065",$$,,drive thru
426,Iracemado Lanches,5.0,2 comentários,"R. dos Cajueiros, 1593 - Cidade 2000, Fortaleza - CE, 60190-620",Restaurante fast-food,,drive thru
427,The Waffle King Fortaleza,4.5,101 comentários,"R. Dr. Gilberto Studart, 155 - Loja 09 - Cocó, Fortaleza - CE, 60192-105",Restaurante fast-food,10 min,drive thru
428,El Ranchero Hamburgueria,4.4,31 comentários,"R. João Cordeiro, 201 - Praia de Iracema, Fortaleza - CE, 60110-355",Hamburgueria,30 min a 1 h,drive thru
429,Point do Lanche,5.0,23 comentários,"R. Sen. Pompeu, 1539 - Centro, Fortaleza - CE, 60025-000",$,,drive thru
430,Júnior da Picanha,4.4,2.045 comentários,"Av. Nilo Gomes de Soares, 201 - Cidade 2000, Fortaleza - CE, 60190-630",$$,"1-2,5 horas",drive thru
431,Mr. Fruit Açaí Fortaleza,5.0,2 comentários,"R. Barão do Rio Branco, 927 - Centro, Fortaleza - CE, 60025-060",Loja de açaí,,drive thru
432,Sorvete da Reserva,4.8,192 comentários,"Rua Torres Câmara, 100 - loja 03 - Aldeota, Fortaleza - CE, 60150-060",Sorveteria,,drive thru
433,"Farmácia Dose Certa Água Fria: Delivery, Medicamento, Vitaminas, Fortaleza CE",3.0,46 comentários,"Av. Washington Soares, 1500 - Água Fria, Fortaleza - CE, 60811-341","Empresa farmacêutica em Fortaleza, Ceará",,drive thru
434,"Two Brothers Cocó: Pizza, Massas, Calzones, Pizzaria, Delivery, Fortaleza CE",3.3,40 comentários,"R. Batista de Oliveira, 1071 - Cocó, Fortaleza - CE, 60192-340",Pizzaria,,drive thru
435,Skyna by Brend Burguer,,,"Rua Jaime Benévolo № 107 - Centro, Fortaleza - CE, 60050-080",,"30 min a 1,5 h",drive thru
436,Burger King,4.4,302 comentários,"R. Carapinima, 2200 - Loja: 229/230;, 2200 - Benfica, Fortaleza - CE, 60015-290",$$,,drive thru
437,BBQ5,4.5,312 comentários,"R. Bento Albuquerque - Cocó, Fortaleza - CE, 60192-055",Restaurante especializado em carnes,"30 min a 1,5 h",drive thru
438,Macarronada É Massa,3.8,14 comentários,"R. Gen. Sampaio, 1235 - Centro, Fortaleza - CE, 60020-030",Restaurante italiano,,drive thru
439,Shopping RioMar Fortaleza,4.7,52.466 comentários,"R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60175-055","Shopping center em Fortaleza, Ceará",45 min a 3 h,drive thru
440,Churrasquinho efata,,,"R. dos Cajueiros, 1357 - Cidade 2000, Fortaleza - CE, 60190-620",,,drive thru
441,Food Brazil,4.8,37 comentários,"R. Major Facundo, 833 - Centro, Fortaleza - CE, 60025-100",Restaurante,30 min a 1 h,drive thru
442,Iguatemi Bosque,4.7,72.431 comentários,"Av. Washington Soares, 85 - Edson Queiroz, Fortaleza - CE, 60811-341","Shopping center em Fortaleza, Ceará",45 min a 3 h,drive thru
443,Hanna's Restaurante | Self Service | Centro,4.4,1.332 comentários,"R. Major Facundo, 736 - Centro, Fortaleza - CE, 60025-100",$$,45 min,drive thru
444,Donastela Massas e Recheios,3.7,3 comentários,"R. Major Facundo, 897 - Centro, Fortaleza - CE, 60025-100",Restaurante italiano,,drive thru
445,Rose's Cafeteria & Restaurante,4.8,19 comentários,"R. Pedro Borges, 33 - Loja 01 - Centro, Fortaleza - CE, 60055-120",Cafeteria,25 min a 1 h,drive thru
446,galeteria o chefão,4.1,41 comentários,"avenida central leste - Cidade 2000, Fortaleza - CE, 60190-611",Restaurante,30 min,drive thru
447,"Frangolândia Supermercado Santos Dumont: Carnes, Frutas, Delivery em Fortaleza CE",4.3,2.713 comentários,"Av. Santos Dumont, 5916 - Papicu, Fortaleza - CE, 60191-156",Supermercado,15-45 min,drive thru
448,Point do Pesk Pag,4.6,5 comentários,"Av. Nila Gomes de Soárez, 403 - Cidade 2000, Fortaleza - CE, 60190-630",Restaurante,,drive thru
449,Delícias da Gê,5.0,3 comentários,"edifício palácio do sol - Rua Solon Pinheiro, 116 - sala 202 - Centro, Fortaleza - CE, 60050-040",Restaurante,,drive thru
450,Brokado's Pizza,4.8,34 comentários,"Av. Nila Gomes de Soárez, 400 - Sala 8 - Cidade 2000, Fortaleza - CE, 60190-630",Pizzaria,,drive thru
451,Emilio Ribas,2.7,14 comentários,"Shopping Iguatemi, 85 - Edson Queiroz, Fortaleza - CE, 60811-341","Laboratório médico em Fortaleza, Ceará",,drive thru
452,The Coffee,4.3,9 comentários,"Av. Dom Luís, 1200 - Meireles, Fortaleza - CE, 60160-230",Cafeteria,,drive thru
453,Delicious Pizzaria,4.6,44 comentários,"Alameda Das Miosótes, 405 - Cidade 2000, Fortaleza - CE, 60190-490",Delivery de Pizza,,drive thru
454,Café de Oyá,5.0,3 comentários,"R. Manuelito Moreira, 96 - Benfica, Fortaleza - CE, 60025-210",Bar,,drive thru
455,Del Plata Pastas,4.9,128 comentários,"Rua Santa Maria, 2 - José Bonifacio, Fortaleza - CE, 60025-110",Restaurante,"1,5 horas",drive thru
456,Brazinha Grill 2,4.3,154 comentários,"Rua General Bezerril, 590 - Centro, Fortaleza - CE, 60055-100",Restaurante,30 min,drive thru
457,Shopping Metrô,4.2,7.139 comentários,"Rua 24 de Maio - Centro, Fortaleza - CE","Shopping center em Fortaleza, Ceará",15-45 min,drive thru
458,Secretaria da Saúde do Estado do Ceará,2.2,178 comentários,"Av. Almirante Barroso, 600 - Praia de Iracema, Fortaleza - CE, 60060-440","Departamento de saúde pública em Fortaleza, Ceará",,drive thru
459,Império dos salgados,,,"R. Sen. Pompeu, 1211 - Centro, Fortaleza - CE, 60025-000",,,drive thru
460,Zoá Gastrobar,4.7,54 comentários,"R. Visc. de Mauá, 2217 - Dionísio Torres, Fortaleza - CE, 60125-161",Restaurante,45 min a 2 h,drive thru
461,Marmitaria tempero da Mary,3.7,6 comentários,"R. Manoel Marques, 232 - Manuel Dias Branco, Fortaleza - CE, 60191-675",Restaurante de comida caseira,,drive thru
462,baratoexpress.ce,5.0,Um comentário,"R. Floriano Peixoto, 773 - Centro, Fortaleza - CE, 60025-130","Loja de moda feminina em Fortaleza, Ceará",,drive thru
463,Marmitaria e churrasquinho Rosana,,,"Miguel calmont 526, Fortaleza - CE, 60821-200",,,drive thru
464,Doceria da Thatha,5.0,5 comentários,"Rua Sousa Girão, 115 - José Bonifacio, Fortaleza - CE, 60055-370",Doceria,,drive thru
465,LT vision,4.3,4.251 comentários,"R. Sen. Pompeu, 856 - Centro, Fortaleza - CE, 60025-000","Shopping center em Fortaleza, Ceará",15-45 min,drive thru
466,"Uritu Cafés Especiais: Cafés, Utensílios, Empório, Centro, Fortaleza",4.9,51 comentários,"Rua Dona Leopoldina, 396 - Centro, Fortaleza - CE, 60110-000",Atacadista de café,10 min a 1 h,drive thru
467,Mercadão Shopping,4.3,4.722 comentários,"Rua 24 de Maio, 411 - Centro, Fortaleza - CE, 60020-030","Shopping center em Fortaleza, Ceará",10-45 min,drive thru
468,Hospital Geral de Fortaleza (HGF),3.9,100 comentários,"R. Ávila Goularte, 900 - Papicu, Fortaleza - CE, 60150-160","Hospital geral em Fortaleza, Ceará",,drive thru
469,"Ban Ban Calçados RioMar: Sapatos Femininos, Masculinos, Infantil, Fortaleza CE",4.3,485 comentários,"R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60176-065","Loja de calçado em Fortaleza, Ceará",15 min,drive thru
470,Extrafarma Duque de Caxias,4.0,34 comentários,"Av. Duque de Caxias, 808 - Centro, Fortaleza - CE, 60035-110","Farmácia em Fortaleza, Ceará",15 min,drive thru
471,Jambalera confeitaria vegana,5.0,20 comentários,"Av. Domingos Olímpio, 391 - José Bonifacio, Fortaleza - CE, 60040-081",Confeitaria,,drive thru
472,POLO WEAR,4.5,948 comentários,"Av. Washington Soares, 85 - Loja 621 - Edson Queiroz, Fortaleza - CE, 60811-341","Loja de roupa em Fortaleza, Ceará",15 min,drive thru
473,Tendicell,5.0,2 comentários,"Av. Duque de Caxias, 114 - Centro, Fortaleza - CE, 60035-110","Loja de celulares em Fortaleza, Ceará",,drive thru
474,Galeria Frangão,,,"RESIDÊNCIA CIDADE - RUA 16 CID JD, QD 08 LT 06 12, AP 102 - JARDIM II, Fortaleza - CE, 60748-445",,,drive thru
475,Loja Oficial Mormaii Shopping RioMar Fortaleza - CE,,,"Shopping Rio Mar - R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60175-055",,,drive thru
476,Smart Games,4.9,1.565 comentários,"R. Sen. Pompeu, 1099 - Centro, Fortaleza - CE, 60025-000","Loja de videogame em Fortaleza, Ceará",10 min,drive thru
477,Feijoada Brasil,4.2,10 comentários,"Av. das Adenanteras, 689a - Cidade 2000, Fortaleza - CE, 60190-560",Delivery,,drive thru
478,"Iaçá: Açai, Distribuidora, Polpa, Açai do Pará, Açai Iaça, Belém, Fortaleza CE",5.0,8 comentários,"R. Sen. Alencar, 652 - Loja 2 - Centro, Fortaleza - CE, 60030-050",Delivery,,drive thru
479,Vibe 085,4.6,172 comentários,"Rua Manuel Queirós, 511 - Cocó, Fortaleza - CE, 60192-220",$$,"1,5-4,5 horas",drive thru
480,Livraria e Papelaria Interativa,4.0,158 comentários,"R. Major Facundo, 874 - Centro, Fortaleza - CE, 60025-100","Livraria em Fortaleza, Ceará",,drive thru
481,Centro de Eventos do Ceará,,,"Av. Washington Soares, 999 - Edson Queiroz, Fortaleza - CE","Local para eventos em Fortaleza, Ceará",,drive thru
482,Suits Instinto Br,4.7,67 comentários,"Av. Tristão Gonçalves, 765 - Centro, Fortaleza - CE, 60015-000","Loja de roupas para ocasiões formais em Fortaleza, Ceará",,drive thru
483,Aroma e bombom doces e salgados,5.0,3 comentários,"Alameda dos Lírios, Quadra 21 - número 355 - Cidade 2000, Fortaleza - CE, 60190-530",Doceria,,drive thru
484,Só Livros Fortaleza,4.6,192 comentários,"Rua 24 de Maio, 822 - loja 15 Shopping Center Maio Centro /whats (85) 98888 4000 / 10x no cartão, Fortaleza - CE, 60020-000","Sebo em Fortaleza, Ceará",20 min,drive thru
485,Classicline,5.0,12 comentários,"Av. Santos Dumont, 266 - Centro, Fortaleza - CE, 60150-160","Loja de DVDs em Fortaleza, Ceará",,drive thru
486,New Fashion Flores,4.9,9 comentários,"R. Pedro Borges, 135 - Centro, Fortaleza - CE, 60055-110","Floricultura em Fortaleza, Ceará",,drive thru
487,HICK CELL,4.4,14 comentários,"R. Guilherme Rocha, 166 - Centro, Fortaleza - CE, 60030-140","Loja de eletrônicos em Fortaleza, Ceará",,drive thru
488,Sh82 Café,5.0,10 comentários,"R. Floriano Peixoto, 1375 B - Centro, Fortaleza - CE, 60025-130",Cafeteria,,drive thru
489,Tech Store - Assistência técnica em Smartphone e Tablets,4.2,60 comentários,"R. Major Facundo, 1011 - Centro, Fortaleza - CE, 60025-100","Loja de celulares em Fortaleza, Ceará",,drive thru
490,Moncloa Tea Boutique,4.8,20 comentários,"R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60176-065",Loja de chás,,drive thru
491,Fortaleza Ceará,,,"Av. da Abolição - Meireles, Fortaleza - CE, 60125-160",,,drive thru
492,Carimbos Automático Carimbos MSD/Gráfica Rápida,4.8,32 comentários,"R. Barão do Rio Branco, 1224 - Centro, Fortaleza - CE, 60025-060","Loja de carimbos em Fortaleza, Ceará",,drive thru
493,Ld Multimarcas,5.0,2 comentários,"R. Dr. Gilberto Studart, 2865 A - Manuel Dias Branco, Fortaleza - CE, 60191-365","Loja de moda masculina em Fortaleza, Ceará",,drive thru
494,Núcleotec,4.6,120 comentários,"Av. Domingos Olímpio, 591A - José Bonifacio, Fortaleza - CE, 60040-115","Assistência técnica em Fortaleza, Ceará",20 min a 1 h,drive thru
495,IMPERIO DO BOLO,4.6,7 comentários,"R. Edgar Borges, 74 - Centro, Fortaleza - CE, 60050-000",Doceria,,drive thru
496,Floricultura Cantinho das Flores,4.5,24 comentários,"R. Franklin Távora, 220 - Centro, Fortaleza - CE, 60150-110","Floricultura em Fortaleza, Ceará",,drive thru
497,Comercial de Estivas e Cereais Giovanna,4.6,7 comentários,"Rua Governador Sampaio, 92 - Centro, Fortaleza - CE, 60055-050",Limpeza,,drive thru
498,Tabacaria Smoking Cash (Quiosque),5.0,5 comentários,"R. Sen. Pompeu, 1099 - Centro, Fortaleza - CE, 60020-000","Tabacaria em Fortaleza, Ceará",10 min,drive thru
499,Sonhar buffet móvel,5.0,Um comentário,"R. Barão de Aratanha, 704 - José Bonifacio, Fortaleza - CE, 60050-071",Buffet de doces e sobremesas,,drive thru
500,Azilado Em Games,4.4,414 comentários,"Corredor Principal Ao Lado Da VIVO - Av. Washington Soares, 85 - Loja 33B - Edson Queiroz, Fortaleza - CE, 60811-900","Loja de informática em Fortaleza, Ceará",,drive thru
501,CRC Pet,4.8,52 comentários,"Av. Duque de Caxias, 12 - Centro, Fortaleza - CE, 60035-110",Pet Shop,,drive thru
502,Universo Nerd - Ce,,,"R. Gen. Sampaio, 1193 - Centro, Fortaleza - CE, 60020-030",,,drive thru
503,ORTOBOM CENTRO FORTALEZA,4.9,139 comentários,"R. Pedro Pereira, 267 - Centro, Fortaleza - CE, 60035-000","Loja de colchões em Fortaleza, Ceará",,drive thru
504,CRC Pet -Loja I,4.7,109 comentários,"R. Conde d'Eu, 521 - Centro, Fortaleza - CE, 60055-070","Pet shop em Fortaleza, Ceará",,drive thru
505,Casa Veneza Calçados,4.0,5 comentários,"Rua Major Facundo, 630 com Liberato Barroso Rua Major Facundo, Praça do Ferreira, 604 - Centro, Fortaleza - CE, 60025-080","Loja de calçado em Fortaleza, Ceará",,drive thru
506,Lojas Center Aço Fortaleza - Gondolas e Prateleiras,4.3,49 comentários,"Av. Dom Manuel, 1251 - Centro, Fortaleza - CE, 60060-091",Loja de prateleiras,,drive thru
507,Vitrines Semi-jóias e Folheados,4.9,56 comentários,"Rua Barão do Rio Branco, 1071 Edifício Lobrás, 9º andar - Sala 914 - Centro, Fortaleza - CE, 60025-061","Joalheiro atacadista em Fortaleza, Ceará",,drive thru
508,Rei Leão Outlet,,,"R. Sen. Pompeu, 856 - Loja 07 - Shopping Central, Fortaleza - CE, 60025-000",,,drive thru
509,Top1 suplementos,5.0,3 comentários,"R. Barão do Rio Branco, 1620 - Centro, Fortaleza - CE, 60025-060","Loja de vitaminas e suplementos em Fortaleza, Ceará",,drive thru
510,"Ban Ban Calçados Major Facundo: Sapatos Femininos, Masculinos, Infantil, Fortaleza CE",4.5,29 comentários,"R. Major Facundo, 484 - Centro, Fortaleza - CE, 60055-100","Loja de calçado em Fortaleza, Ceará",,drive thru
511,Vivaz Br,3.2,9 comentários,"Alameda Maria Doralice, 80 - Cidade 2000, Fortaleza - CE, 60190-170","Loja de roupas de praia em Fortaleza, Ceará",,drive thru
512,Legal Patas Pet Shop,4.3,70 comentários,"R. Carlos Vasconcelos, 1136 - Aldeota, Fortaleza - CE, 60115-170","Pet shop em Fortaleza, Ceará",,drive thru
513,"Sodine Varejo Centro: Papelaria, Material de escritório, Informática, Fortaleza CE",4.2,439 comentários,"R. Floriano Peixoto, 230 - Centro, Fortaleza - CE, 60025-130","Loja de produtos de papelaria em Fortaleza, Ceará",20 min a 1 h,drive thru
514,Clube de Tiro Rios Pro Tactical,5.0,30 comentários,"R. Barão do Rio Branco, 2286 - José Bonifacio, Fortaleza - CE, 60025-061","Loja de armas em Fortaleza, Ceará",,drive thru
515,Nordeste celular Oficial,3.9,30 comentários,"R. Pedro 1, 715 - Centro, Fortaleza - CE, 60035-100","Loja de celulares em Fortaleza, Ceará",,drive thru
