NOME,TIPO,ENDERECO,LOCAL,PONTUACAO,NUM_COMENTARIO,TEMPO_MIN_M,TEMPO_MAX_M,TEMPO_MIN,TEMPO_MAX,BAIRRO
"Uritu Cafés Especiais: Cafés, Utensílios, Empório, Centro, Fortaleza",Drive Thru,"Rua Dona Leopoldina, 396 - Centro, Fortaleza - CE, 60110-000",Atacadista De Café,4.9,51,10.0,60.0,0 days 00:10:00,0 days 01:00:00,Centro
Jambalera confeitaria vegana,Drive Thru,"Av. Domingos Olímpio, 391 - José Bonifacio, Fortaleza - CE, 60040-081",Confeitaria,5.0,20,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio
Feijoada Brasil,Drive Thru,"Av. das Adenanteras, 689a - Cidade 2000, Fortaleza - CE, 60190-560",Delivery,4.2,10,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000
"Iaçá: Açai, Distribuidora, Polpa, Açai do Pará, Açai Iaça, Belém, Fortaleza CE",Drive Thru,"R. Sen. Alencar, 652 - Loja 2 - Centro, Fortaleza - CE, 60030-050",Delivery,5.0,8,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Vibe 085,Drive Thru,"Rua Manuel Queirós, 511 - Cocó, Fortaleza - CE, 60192-220",Drive Thru,4.6,172,270.0,270.0,0 days 04:30:00,0 days 04:30:00,Cocó
Aroma e bombom doces e salgados,Drive Thru,"Alameda dos Lírios, Quadra 21 - número 355 - Cidade 2000, Fortaleza - CE, 60190-530",Doceria,5.0,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000
Sh82 Café,Drive Thru,"R. Floriano Peixoto, 1375 B - Centro, Fortaleza - CE, 60025-130",Cafeteria,5.0,10,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Moncloa Tea Boutique,Drive Thru,"R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60176-065",Loja De Chás,4.8,20,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Papicu
IMPERIO DO BOLO,Drive Thru,"R. Edgar Borges, 74 - Centro, Fortaleza - CE, 60050-000",Doceria,4.6,7,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Sonhar buffet móvel,Drive Thru,"R. Barão de Aratanha, 704 - José Bonifacio, Fortaleza - CE, 60050-071",Buffet De Doces E Sobremesas,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio
Cake Mania By Adriana Pessoa,Drive Thru,"Alameda Nadja, 334 - Quadra 8 - Cidade 2000, Fortaleza - CE, 60190-230",Confeitaria,4.5,24,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000
Bolos confeitados - Bolos em fortaleza - Kátia Silva Cakes - Fortaleza (CE),Drive Thru,"R. Marconi, 85 - Farias Brito, Fortaleza - CE, 60015-190",Confeitaria,5.0,6,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Farias Brito
Espaço Herbalife Nutrition - @EVSSETPLUS,Drive Thru,"Edifício Palácio Progresso - R. Pedro Borges, 33 - 3° andar sala 303 - Centro, Fortaleza - CE, 60055-110",Casa De Chá,5.0,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Vibe café,Drive Thru,"Rua Manuel Queirós, 511A - Cocó, Fortaleza - CE, 60192-220",Cafeteria,3.6,8,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cocó
B.LEM,Padaria,"Av. Washington Soares, 85 - Edson Queiroz, Fortaleza - CE, 60810-060",Padaria,4.4,299,10.0,10.0,0 days 00:10:00,0 days 00:10:00,Edson Queiroz
Pão de Mel,Padaria,"Av. Monsenhor Tabosa, 1108 - Meireles, Fortaleza - CE, 60165-068",Padaria,3.8,752,25.0,25.0,0 days 00:25:00,0 days 00:25:00,Meireles
Panificadora o Matutinho,Padaria,"Rua São, R. São Bernardo do Campo, 241 - Cais do Porto, Fortaleza - CE, 60175-440",Padaria,4.8,117,10.0,10.0,0 days 00:10:00,0 days 00:10:00,Cais Do Porto
Rebeca Panificadora,Padaria,"R. Coronel Manuel Jesuíno, 311 - Mucuripe, Fortaleza - CE, 60175-270",Padaria,4.2,37,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Mucuripe
Padaria Narjara,Padaria,"R. Padre Anchieta, 1320 - São Gerardo, Fortaleza - CE, 60325-582",Padaria,4.4,993,20.0,20.0,0 days 00:20:00,0 days 00:20:00,São Gerardo
Padaria Confeitos Vitória,Padaria,"Av. Central, 208 - Cidade 2000, Fortaleza - CE, 60190-611",Padaria,4.1,229,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Cidade 2000
Portitália Paladaria (Parque Manibura),Padaria,"Av. Washington Soares, 4040 - Parque Manibura, Fortaleza - CE, 60821-750",Padaria,4.3,1463,20.0,20.0,0 days 00:20:00,0 days 00:20:00,Parque Manibura
Padaria Da Viza,Padaria,"R. Miguel Calmom, 407 - Vicente Pinzon, Fortaleza - CE, 60182-160",Padaria,4.4,92,10.0,10.0,0 days 00:10:00,0 days 00:10:00,Vicente Pinzon
Padaria Romana Delicatessen,Padaria,"Av. Treze de Maio, 901 - Fátima, Fortaleza - CE, 60040-531",Padaria,4.3,3001,25.0,25.0,0 days 00:25:00,0 days 00:25:00,Fátima
Padaria Contrigo,Padaria,"R. Júlio Ibiapina, 291 - Dionísio Torres, Fortaleza - CE, 60170-220",Padaria,1.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Dionísio Torres
Padaria Globo,Padaria,"R. Padre Mororó, 1155 - Centro, Fortaleza - CE, 60015-220",Padaria,4.5,340,10.0,10.0,0 days 00:10:00,0 days 00:10:00,Centro
Padaria Romana (Aldeota),Padaria,"R. Barbosa de Freitas, 1455 - Aldeota, Fortaleza - CE, 60170-020",Padaria,4.2,502,25.0,25.0,0 days 00:25:00,0 days 00:25:00,Aldeota
Pequena Padaria Caseira,Padaria,"edificio lara - Joaquim Távora (Fortaleza), Fortaleza - CE, 60120-002",Padaria,4.8,15,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Joaquim Távora (Fortaleza)
Molino Padaria Artesanal,Padaria,"Rua Torres Câmara, 314 - loja 2 - Aldeota, Fortaleza - CE, 60150-060",Padaria,4.5,150,20.0,60.0,0 days 00:20:00,0 days 01:00:00,Aldeota
Padaria Família,Padaria,"R. Oliveira Filho, 665 - Cais do Porto, Fortaleza - CE, 60181-805",Padaria,4.4,26,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cais Do Porto
F,Padaria,"Av. Dioguinho, 4740 - Loja 1 - Praia do Futuro II, Fortaleza - CE, 60183-712",Padaria,4.7,16,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia Do Futuro Ii
Panificadora Nogueira,Padaria,"R. Padre Pedro de Alencar, 244 - Messejana, Fortaleza - CE, 60840-280",Padaria,4.5,2763,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Messejana
Panificadora Macropan (Damas),Padaria,"R. Machado de Assis, 654 - Damas, Fortaleza - CE, 60426-000",Padaria,4.6,48,10.0,10.0,0 days 00:10:00,0 days 00:10:00,Damas
Padaria O Elias,Padaria,"Av. Clóvis Matos, 1304 - Vicente Pinzon, Fortaleza - CE, 60183-100",Padaria,4.3,27,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Vicente Pinzon
Vila do Pão Delicatessen,Padaria,"Av. Rogaciano Leite, 450 - Guararapes, Fortaleza - CE, 60810-001",Padaria,4.4,669,20.0,20.0,0 days 00:20:00,0 days 00:20:00,Guararapes
Donata Padaria,Padaria,"Av. Jovita Feitosa, 2345 - Alagadiço, Fortaleza - CE, 60455-410",Padaria,4.3,824,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Alagadiço
Speciale Pães Artesanais,Padaria,"R. Fênix, 789 - Luciano Cavalcante, Fortaleza - CE, 60811-000",Padaria,4.7,142,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Luciano Cavalcante
Pão de Açúcar,Padaria,"Rua Bárbara de Alencar, 1887 - Loja 1 - Aldeota, Fortaleza - CE, 60140-000",Supermercado,4.2,1278,20.0,20.0,0 days 00:20:00,0 days 00:20:00,Aldeota
Padaria do Zenardo,Padaria,"R. Livreiro Gualter, 222 - Vila União, Fortaleza - CE, 60420-130",Padaria,4.8,13,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Vila União
Panificadora Holanda,Padaria,"R. João Cordeiro, 2994 - Aldeota, Fortaleza - CE, 60110-535",Padaria,4.2,37,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota
Padaria Romana (Centro),Padaria,"Av. Duque de Caxias, 137 - Centro, Fortaleza - CE, 60035-110",Padaria,4.2,865,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Centro
Padaria Romana (Centro),Padaria,"Av. Tristão Gonçalves, 664 - Centro, Fortaleza - CE, 60015-000",Padaria,4.3,420,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Centro
Panificadora Pão Nosso,Padaria,"Rua Padre Antonino, 803 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60110-480",Padaria,4.3,73,10.0,10.0,0 days 00:10:00,0 days 00:10:00,Joaquim Távora (Fortaleza)
Padaria e mercadinho Premiato,Padaria,"R. Sen. Pompeu, 2610 - Benfica, Fortaleza - CE, 60025-002",Padaria,4.8,37,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Benfica
Padaria em Fortaleza Delícias da Marta,Padaria,"R. Manuel Moura, 718 - Barra do Ceará, Fortaleza - CE, 60330-780",Padaria,4.7,22,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Barra Do Ceará
B.LEM Padaria Portuguesa - Fortaleza RioMar,Padaria,"R. Des. Lauro Nogueira, nº1500 - Loja 2004 - Papicu, Fortaleza - CE, 60176-065",Doceria,4.3,7,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Papicu
Padaria da Andreia,Padaria,"Rua Rui Barbosa, 150 - Vicente Pinzon, Fortaleza - CE, 60181-461",Padaria,4.3,6,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Vicente Pinzon
Costa Mendes Delicatessen,Padaria,"Rua Professor Costa Mendes, 609 - Montese, Fortaleza - CE, 60426-084",Padaria,4.4,11204,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Montese
Padaria Romana,Padaria,"R. Mario Studart, 81 - Jacarecanga, Fortaleza - CE, 60326-060",Padaria,4.5,216,15.0,120.0,0 days 00:15:00,0 days 02:00:00,Jacarecanga
Mercearia 25 de março & Padaria,Padaria,"R. Vinte e Cinco de Março, 132 - Centro, Fortaleza - CE, 60060-120",Mercado,4.9,22,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Centro
Padaria La Casa do Pão,Padaria,"Av. Rogaciano Leite, 2893 - Jardim Das Oliveiras, Fortaleza - CE, 60821-075",Padaria,4.9,12,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Jardim Das Oliveiras
Padaria e confeitaria Yeshua,Padaria,"R. Fiscal Vieira, 4067 - São João do Tauape, Fortaleza - CE, 60120-170",Padaria,4.7,15,10.0,10.0,0 days 00:10:00,0 days 00:10:00,São João Do Tauape
Panificadora GullaBox,Padaria,"R. Carlos Gomes, 451 - José Bonifacio, Fortaleza - CE, 60040-230",Padaria,4.4,66,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio
Mercadinho e Panificadora Casa do Pão,Padaria,"Av. Antônio Justa, 3959 - Varjota, Fortaleza - CE, 60165-090",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Varjota
Padaria São Sebastião,Padaria,"R. Tereza Cristina, 1299 - Otávio Bonfim, Fortaleza - CE, 60015-141",Padaria,4.4,42,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Otávio Bonfim
Padaria Novo Mundo,Padaria,"Av. Álvaro Correia - Mucuripe, Fortaleza - CE, 60165-230",Padaria,4.5,4,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Mucuripe
Panificadora Santa Luzia,Padaria,"R. João Cordeiro, 766 - Praia de Iracema, Fortaleza - CE, 60110-300",Padaria,4.0,290,10.0,10.0,0 days 00:10:00,0 days 00:10:00,Praia De Iracema
Pão de Açúcar - Cocó,Padaria,"Shopping Casa Blanca Mall, Av. Eng. Santana Jr., 2277 - Cocó, Fortaleza - CE, 60175-650",Supermercado,4.2,1007,20.0,20.0,0 days 00:20:00,0 days 00:20:00,Cocó
Empório Do Pão (Beni de Carvalho) (Cometa),Padaria,"R. Beni Carvalho, 627 - Aldeota, Fortaleza - CE, 60135-400",Padaria,3.4,5,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota
Panebox Gourmet (Fátima),Padaria,"Rua Monsenhor Otávio de Castro, 582 - Fátima, Fortaleza - CE, 60050-150",Padaria,4.3,1192,20.0,20.0,0 days 00:20:00,0 days 00:20:00,Fátima
Padaria San Remo (José Bonifácio),Padaria,"R. Barão de Aratanha, 551 - José Bonifacio, Fortaleza - CE, 60050-070",Padaria,4.3,1205,15.0,15.0,0 days 00:15:00,0 days 00:15:00,José Bonifacio
Delicias do Trigo Padaria (Farias Brito),Padaria,"R. Rúbia Sampaio, 1155 - loja 5 - Farias Brito, Fortaleza - CE, 60360-820",Padaria,3.9,84,20.0,20.0,0 days 00:20:00,0 days 00:20:00,Farias Brito
Padaria e confeitaria o Elias,Padaria,"R. Caravelas - Vicente Pinzon, Fortaleza - CE, 60181-740",Padaria,5.0,6,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Vicente Pinzon
Alice Padaria,Padaria,"Av. Castelo de Castro, 53 - Conjunto São Cristóvão, Fortaleza - CE, 60866-681",Padaria,4.1,1336,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Conjunto São Cristóvão
Costa Mendes (Vila União),Padaria,"R. Raul Cabral, 140 - Vila União, Fortaleza - CE, 60410-672",Padaria,4.4,1153,20.0,20.0,0 days 00:20:00,0 days 00:20:00,Vila União
Panificadora Nossa Senhora Da Guia,Padaria,"Av. Carneiro de Mendonça, 1151 - Demócrito Rocha, Fortaleza - CE, 60440-160",Padaria,4.4,557,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Demócrito Rocha
Padaria Pão do Chefe,Padaria,"Rua Professor Álvaro Costa, 1210 - Vicente Pinzon, Fortaleza - CE, 60182-012",Padaria,4.3,7,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Vicente Pinzon
Panificadora Trigo Doce,Padaria,"Rua Marechal Deodoro, 67 - Benfica, Fortaleza - CE, 60020-060",Padaria,4.2,113,10.0,10.0,0 days 00:10:00,0 days 00:10:00,Benfica
Padaria e Confeitaria Pão Caseiro,Padaria,"Av. Independência, 2185 - Quintino Cunha, Fortaleza - CE, 60345-530",Padaria,4.4,70,10.0,10.0,0 days 00:10:00,0 days 00:10:00,Quintino Cunha
PANIFICADORA TOP PÃO,Padaria,"R. 327, 25 - Conj. Ceará II, Fortaleza - CE, 60530-690",Padaria,4.4,115,10.0,10.0,0 days 00:10:00,0 days 00:10:00,Conj. Ceará Ii
Panificadora,Padaria,"Av. Zezé Diogo, 112 - Cais do Porto, Fortaleza - CE, 60180-005",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cais Do Porto
Padaria Helloysa,Padaria,"R. Audízio Mosca de Carvalho - Manuel Dias Branco, Fortaleza - CE, 60191-520",Padaria,4.0,4,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Manuel Dias Branco
Padaria o bolinha,Padaria,"R. Castro Monte, 11 - Varjota, Fortaleza - CE, 60175-230",Padaria,5.0,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Varjota
Padaria Vitoria,Padaria,"Av. Central, 215 - Cidade 2000, Fortaleza - CE, 60190-611",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000
Padaria monte carmelo,Padaria,"R. Floriano Peixoto, 916 - Centro, Fortaleza - CE, 60025-130",Padaria,4.8,9,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Centro
Padaria delicias de pães,Padaria,"R. Lima Barreto, 18 - Vicente Pinzon, Fortaleza - CE, 60184-230",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Vicente Pinzon
Padaria Tripane,Padaria,"Rua Nossa Senhora das Graças, 1079 - Cristo Redentor, Fortaleza - CE, 60310-770",Padaria,4.2,11,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cristo Redentor
FRANGOPAN,Padaria,"Av. Sgt. Hermínio Sampaio, 2688 - Bairro Ellery, Fortaleza - CE, 60320-501",Padaria,4.4,115,10.0,10.0,0 days 00:10:00,0 days 00:10:00,Bairro Ellery
Padaria Lisieux,Padaria,"Av. Sgt. Hermínio Sampaio, 3568 - Pres. Kennedy, Fortaleza - CE, 60355-512",Padaria,4.1,357,10.0,10.0,0 days 00:10:00,0 days 00:10:00,Pres. Kennedy
Padaria Trigo de Ouro,Padaria,"R. dos Cajueiros, 1537 - Manuel Dias Branco, Fortaleza - CE, 60191-665",Padaria,3.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Manuel Dias Branco
Padaria Pet Fortaleza,Padaria,"Rua Doutor José Lourenço, 870. Lojas 5 e 6 - Aldeota, Fortaleza - CE, 60115-280","Pet Shop Em Fortaleza, Ceará",4.9,40,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Aldeota
Mercado e Padaria Vó Mozinha,Padaria,"R. Antônio Gomes Guimarães, 159 - Manuel Dias Branco, Fortaleza - CE, 60191-195",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Manuel Dias Branco
O Elias Padaria,Padaria,"Rua Professor Luíz Costa - Vicente Pinzon, Fortaleza - CE, 60175-550",Padaria,3.5,4,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Vicente Pinzon
Padaria Bom Preço,Padaria,"R. Socorro Gomes - Manuel Dias Branco, Fortaleza - CE, 60191-662",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Manuel Dias Branco
Padaria,Padaria,"R. Fenelon Bomilcar, 304 - Jardim Iracema, Fortaleza - CE, 60330-705",Padaria,4.2,22,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Jardim Iracema
Mercado do Café - Benfica,Padaria,"Rua Padre Francisco Pinto, 186 - Gentilândia, Fortaleza - CE, 60020-290",Padaria,4.2,3780,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Gentilândia
Panificadora GG,Padaria,"R. Dom Hélio Campos, 80 - Carlito Pamplona, Fortaleza - CE, 60311-630",Padaria,5.0,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Carlito Pamplona
Padaria Praia,Padaria,"R. José Mauro, 2-20 - Antonio Diogo, Fortaleza - CE, 60182-535",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Antonio Diogo
Pão do Jorge - Fermentação Natural por Encomenda,Padaria,"Parque del Sol - Cidade dos Funcionários, Fortaleza - CE, 60824-020",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade Dos Funcionários
DVWR Padaria de Delícias,Padaria,"R. São Crisóstomo, 100 - Cais do Porto, Fortaleza - CE, 60180-310",Confeitaria,5.0,4,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cais Do Porto
Padaria,Padaria,"R. Almírante Rufino, 473 - Vila União, Fortaleza - CE, 60420-075",Padaria,5.0,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Vila União
Padariaopçõeslanches,Padaria,"Av. Dos Jangadeiros, 1115 - Mucuripe, Fortaleza - CE, 60175-440",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Mucuripe
Mercadinho e Padaria Fortaleza,Padaria,"R. José Vilar - Meireles, Fortaleza - CE, 60125-000",Supermercado,4.5,8,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Meireles
Padaria Vó Dedé,Padaria,"Av. Coronel Miguel Dias, 1389 - Luciano Cavalcante, Fortaleza - CE, 60810-160",Padaria,3.0,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Luciano Cavalcante
PADARIA LINA,Padaria,"R. Antônio Pompeu - Centro, Fortaleza - CE, 60040-000",Padaria,5.0,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Flôr do Café Confeitaria,Padaria,"R. Rodrigues Júnior, 996 - Centro, Fortaleza - CE, 60060-000",Confeitaria,4.6,176,10.0,10.0,0 days 00:10:00,0 days 00:10:00,Centro
Empório do Bolo - Cidade 2000,Padaria,"Av. Central, 248 - Cidade 2000, Fortaleza - CE, 60190-610",Confeitaria,4.5,130,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Cidade 2000
Padaria do Joao,Padaria,"R. Central - Cajazeiras, Fortaleza - CE, 60000-000",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cajazeiras
Chiquita Bacana,Padaria,"R. Pedro Balbino, 158 - Cidade 2000, Fortaleza - CE, 60191-680",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000
Praiadomorrobranco,Padaria,"Centro, Fortaleza - CE, 60050-040",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Bolos Da Flor,Padaria,"Alameda Telma, 106 - Cidade 2000, Fortaleza - CE, 60190-250",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000
"Coco Bambu Coffee Break: Cafés, Padaria, Restaurante, Drive Thru, Fortaleza CE",Padaria,"R. Barão de Aracati, 1060 - Aldeota, Fortaleza - CE, 60115-081",Padaria,4.6,584,30.0,90.0,0 days 00:30:00,0 days 01:30:00,Aldeota
Panificadora Romana Praça do Ferreira,Padaria,"R. Barão do Rio Branco, 992 - Centro, Fortaleza - CE, 60025-903",Padaria,2.9,34,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Empório Ribeira do Porto,Padaria,"Av. Litorânea, 1000 - Sabiaguaba, Aquiraz - CE, 61700-000",Padaria,4.6,230,45.0,45.0,0 days 00:45:00,0 days 00:45:00,000
Mil Doçuras,Padaria,"R. Vitória da Conquista, 1453 - Manuel Dias Branco, Fortaleza - CE, 60191-670",Confeitaria,4.7,36,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Manuel Dias Branco
"Pasteleria ""Maju""",Padaria,"Rua Solon Pinheiro, 1015 - Centro, Fortaleza - CE, 60050-041",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Puro Amor - Doces e Salgados,Padaria,"R. Sen. Pompeu, 2764 - Loja B - Benfica, Fortaleza - CE, 60025-002",Padaria,4.0,355,10.0,10.0,0 days 00:10:00,0 days 00:10:00,Benfica
Cafeteria Prosa e Queijos,Padaria,"Av. Dr. Aldy Mentor, 430 - Cidade 2000, Fortaleza - CE, 60191-106",Cafeteria,4.9,40,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Cidade 2000
Padaria São Raimundo,Padaria,"R. Antônio Atualpa Rodrigues - Antonio Diogo, Fortaleza - CE",Padaria,4.3,12,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Antonio Diogo
Padaria Pão e Pizza,Padaria,"Av. dos Flamboyants, 95 - Cidade 2000, Fortaleza - CE, 60190-570",Padaria,4.0,8,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000
Lá na Lícia,Padaria,"R. Vilebaldo Aguiar, 3000 - Manuel Dias Branco, Fortaleza - CE, 60191-375",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Manuel Dias Branco
Dream Place Ateliê,Padaria,"R. Jaime Benévolo, 708 - José Bonifacio, Fortaleza - CE, 60050-080",Confeitaria,5.0,9,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio
Cake Mania By Adriana Pessoa,Padaria,"Alameda Nadja, 334 - Quadra 8 - Cidade 2000, Fortaleza - CE, 60190-230",Confeitaria,4.5,24,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000
Padaria Armorial,Padaria,"Av. Visconde do Rio Branco, 2565 - E - Joaquim Távora (Fortaleza), Fortaleza - CE, 60055-171",Padaria,4.2,10,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Joaquim Távora (Fortaleza)
Padaria Sabor De Pāo,Padaria,"R. Paulo Águiar, 1111 - Vicente Pinzon, Fortaleza - CE, 60184-310",Padaria,3.8,14,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Vicente Pinzon
Padaria Do Trigo,Padaria,"Av. Pintor Antônio Bandeira - Cais do Porto, Fortaleza - CE, 60180-476",Padaria,1.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cais Do Porto
Padaria Padoca,Padaria,"Rua Dona Leopoldina, 1681 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60110-482",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Joaquim Távora (Fortaleza)
Pão de Açúcar,Padaria,"Av. Santos Dumont, 3130 - Aldeota, Fortaleza - CE, 60150-161",Supermercado,4.2,2721,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Aldeota
Pão Da Hoora Padaria,Padaria,"R. Antônio Augusto, 630 - Meireles, Fortaleza - CE, 60110-370",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles
Imperial Delicatessen,Padaria,"Av. Bezerra de Menezes, 2485 - Parquelândia, Fortaleza - CE, 60325-105",Padaria,4.1,13,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Parquelândia
Confeitaria Sabor E Requinte,Padaria,"R. Barão do Rio Branco, 1980 - Centro, Fortaleza - CE",Padaria,2.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Thalita pães e cafés,Padaria,"Av. G, 291 - Pref. José Walter, Fortaleza - CE, 60750-060",Restaurante,0.0,0,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Pref. José Walter
Rei Dos Pasteis E Salgados Padaria,Padaria,"Centro, Fortaleza - CE, 60035-110",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Cheirinho de Pão,Padaria,"R. Doralice Costa, 353 - Luciano Cavalcante, Fortaleza - CE, 60810-680",Padaria,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Luciano Cavalcante
Padaria,Padaria,"R. Rev. Bolivar Pinto Bandeira, 237 - Luciano Cavalcante, Fortaleza - CE, 60811-310",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Luciano Cavalcante
Santeq Store Equipamentos,Padaria,"Av. Dom Manuel, 1211 - Centro, Fortaleza - CE, 60060-091",Equipamentos De Panificação,0.0,0,25.0,25.0,0 days 00:25:00,0 days 00:25:00,Centro
Delicias da lana,Padaria,"Rua Maria Pereira, 117 - Manuel Dias Branco, Fortaleza - CE, 60190",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Manuel Dias Branco
Paes,Padaria,"R. Bartolomeu de Gusmão, 1025 - Fátima, Fortaleza - CE, 60415-170",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Fátima
Confeitaria Pra Sentir,Padaria,"Alameda Eliane Lúcia, 62 - Cidade 2000, Fortaleza - CE, 60190-150",Confeitaria,5.0,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000
Padaria Fort Pão,Padaria,"Av. Francisco Sá, 3636 - Loja 3 - Carlito Pamplona, Fortaleza - CE, 60310-001",Padaria,4.1,7,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Carlito Pamplona
