,NOME,TIPO,ENDERECO,LOCAL,PONTUACAO,NUM_COMENTARIO,TEMPO_MIN_M,TEMPO_MAX_M,TEMPO_MIN,TEMPO_MAX,BAIRRO,LATITUDE,LONGITUDE
557,Cafeteria Prosa e Queijos,Padaria,"Av. Dr. Aldy Mentor, 430 - Cidade 2000, Fortaleza - CE, 60191-106",Cafeteria,4.9,40,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Cidade 2000,-3.757067504839,-38.448340103495
558,Padaria São Raimundo,Padaria,"R. Antônio Atualpa Rodrigues - Antonio Diogo, Fortaleza - CE",Padaria,4.3,12,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Antonio Diogo,-3.768642248099,-38.438529306917
559,Padaria Pão e Pizza,Padaria,"Av. dos Flamboyants, 95 - Cidade 2000, Fortaleza - CE, 60190-570",Padaria,4.0,8,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000,-3.748220006818,-38.474891995301
560,Lá na Lícia,Padaria,"R. Vilebaldo Aguiar, 3000 - Manuel Dias Branco, Fortaleza - CE, 60191-375",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Manuel Dias Branco,-3.749591426721,-38.459738679843
561,Dream Place Ateliê,Padaria,"R. Jaime Benévolo, 708 - José Bonifacio, Fortaleza - CE, 60050-080",Confeitaria,5.0,9,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio,-3.738393985545,-38.527554990038
562,Cake Mania By Adriana Pessoa,Padaria,"Alameda Nadja, 334 - Quadra 8 - Cidade 2000, Fortaleza - CE, 60190-230",Confeitaria,4.5,24,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000,-3.751025010716,-38.468818971174
563,Padaria Armorial,Padaria,"Av. Visconde do Rio Branco, 2565 - E - Joaquim Távora (Fortaleza), Fortaleza - CE, 60055-171",Padaria,4.2,10,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Joaquim Távora,-3.742600988477,-38.522726007981
564,Padaria Sabor De Pāo,Padaria,"R. Paulo Águiar, 1111 - Vicente Pinzon, Fortaleza - CE, 60184-310",Padaria,3.8,14,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Vicente Pinzon,-3.726212020836,-38.467421959372
565,Padaria Do Trigo,Padaria,"Av. Pintor Antônio Bandeira - Cais do Porto, Fortaleza - CE, 60180-476",Padaria,1.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cais Do Porto,-3.719176167283,-38.466512036472
566,Padaria Padoca,Padaria,"Rua Dona Leopoldina, 1681 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60110-482",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Joaquim Távora,-3.739635010129,-38.522505983022
567,Pão de Açúcar,Padaria,"Av. Santos Dumont, 3130 - Aldeota, Fortaleza - CE, 60150-161",Supermercado,4.2,2721,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Aldeota,-3.7367919943,-38.497113007352
568,Pão Da Hoora Padaria,Padaria,"R. Antônio Augusto, 630 - Meireles, Fortaleza - CE, 60110-370",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles,-3.725991995878,-38.512021982349
569,Imperial Delicatessen,Padaria,"Av. Bezerra de Menezes, 2485 - Parquelândia, Fortaleza - CE, 60325-105",Padaria,4.1,13,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Parquelândia,-3.736076012131,-38.566836024898
570,Confeitaria Sabor E Requinte,Padaria,"R. Barão do Rio Branco, 1980 - Centro, Fortaleza - CE",Padaria,2.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.735600675426,-38.531215566757
571,Thalita pães e cafés,Padaria,"Av. G, 291 - Pref. José Walter, Fortaleza - CE, 60750-060",Restaurante,0.0,0,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Pref. José Walter,-3.838442896028,-38.55736086675
572,Rei Dos Pasteis E Salgados Padaria,Padaria,"Centro, Fortaleza - CE, 60035-110",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.732009908991,-38.52967829375
573,Cheirinho de Pão,Padaria,"R. Doralice Costa, 353 - Luciano Cavalcante, Fortaleza - CE, 60810-680",Padaria,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Luciano Cavalcante,-3.771038983842,-38.492727008878
574,Padaria,Padaria,"R. Rev. Bolivar Pinto Bandeira, 237 - Luciano Cavalcante, Fortaleza - CE, 60811-310",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Luciano Cavalcante,-3.772620020328,-38.492967988594
575,Santeq Store Equipamentos,Padaria,"Av. Dom Manuel, 1211 - Centro, Fortaleza - CE, 60060-091",Equipamentos De Panificação,0.0,0,25.0,25.0,0 days 00:25:00,0 days 00:25:00,Centro,-3.734703014481,-38.523133033199
576,Delicias da lana,Padaria,"Rua Maria Pereira, 117 - Manuel Dias Branco, Fortaleza - CE, 60190",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Manuel Dias Branco,-3.758800306015,-38.469783527299
577,Paes,Padaria,"R. Bartolomeu de Gusmão, 1025 - Fátima, Fortaleza - CE, 60415-170",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Fátima,-3.757816992587,-38.526170970186
578,Confeitaria Pra Sentir,Padaria,"Alameda Eliane Lúcia, 62 - Cidade 2000, Fortaleza - CE, 60190-150",Confeitaria,5.0,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000,-3.749424989219,-38.47081302594
579,Padaria Fort Pão,Padaria,"Av. Francisco Sá, 3636 - Loja 3 - Carlito Pamplona, Fortaleza - CE, 60310-001",Padaria,4.1,7,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Carlito Pamplona,-3.71700600894,-38.557375035508
580,CafécumBolo,Padaria,"R. Rodrigues Júnior - Centro, Fortaleza - CE, 60060-090",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.729614810652,-38.52031200154
581,Padaria,Padaria,"Av. Pasteur - Carlito Pamplona, Fortaleza - CE, 60355-000",Padaria,4.4,8,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Carlito Pamplona,-3.711528894517,-38.5589726524
582,Padaria,Padaria,"Tv. Raimundo, 149 - Jacarecanga, Fortaleza - CE, 60311-040",Padaria,4.5,4,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Jacarecanga,-3.709883835461,-38.551270983501
583,L'escale Shopping Central,Padaria,"R. Sen. Pompeu, 856 - Centro, Fortaleza - CE, 60025-000",Padaria,4.4,242,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.726268011949,-38.52935802123
584,Padaria,Padaria,"Rua Virgílio Brigido, 1128 - Pres. Kennedy, Fortaleza - CE, 60355-050",Padaria,4.0,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Pres. Kennedy,-3.726830018557,-38.570033972417
585,Panificadora DÁTOLLO,Padaria,"R. Jacaúna, 707 - Barra do Ceará, Fortaleza - CE, 60332-530",Padaria,3.5,15,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Barra Do Ceará,-3.705593000029,-38.583016031693
586,Panificadora Paneva Confeitaria,Padaria,"R. Martins de Carvalho, 1944 - Granja Lisboa, Fortaleza - CE, 60540-178",Padaria,5.0,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Granja Lisboa,-3.793314981178,-38.611908032844
587,Eugeni bolos e doces,Padaria,"Alameda Telma, 298 - Cidade 2000, Fortaleza - CE, 60190-290",Loja De Bolos,5.0,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000,-3.751682990115,-38.469323980841
588,Pão de Açúcar,Padaria,"Av. Senador Virgílio Távora, 2270 - Dionísio Torres, Fortaleza - CE, 60170-251",Supermercado,4.4,554,20.0,20.0,0 days 00:20:00,0 days 00:20:00,Dionísio Torres,-3.746540985883,-38.496480006024
589,Padaria Lorenzo,Padaria,"R. Sen. Pompeu, 2354 - Benfica, Fortaleza - CE, 60025-002",Padaria,3.4,10,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Benfica,-3.739184985747,-38.533406983378
590,Padaia,Padaria,"Rua Tulipa - Barra do Ceará, Fortaleza - CE, 60330-520",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Barra Do Ceará,-3.712807031553,-38.578928148784
591,Romana,Padaria,"R. Major Facundo, 566 - Centro, Fortaleza - CE, 60025-100",Padaria,0.0,0,25.0,60.0,0 days 00:25:00,0 days 01:00:00,Centro,-3.728067970883,-38.527991292291
592,Trigobia Comercio De Trigo Ltda,Padaria,"R. Manoel Arruda, 120 - Messejana, Fortaleza - CE, 60842-090",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Messejana,-3.829802922103,-38.500323513574
593,Wg Bolos,Padaria,"Av. Duque de Caxias, 455A - Centro, Fortaleza - CE, 60035-110",Loja De Bolos,4.3,10,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.732257007497,-38.528460989952
594,IMPERIO DO BOLO GOURMET,Padaria,"R. Barão do Rio Branco, 1308 - Centro, Fortaleza - CE, 60025-060",Loja De Bolos,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.729698012457,-38.529340000138
595,IMPERIO DO BOLO,Padaria,"R. Edgar Borges, 74 - Centro, Fortaleza - CE, 60050-000",Doceria,4.6,7,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.729583012746,-38.52721803753
596,Casa do Chocolate,Padaria,"Av. Duque de Caxias, 425 - Centro, Fortaleza - CE, 60035-111",Loja,4.5,842,20.0,20.0,0 days 00:20:00,0 days 00:20:00,Centro,-3.732238986405,-38.528374991626
597,Lanches,Padaria,"R. da Assunção, 25 - Centro, Fortaleza - CE, 60050-010",Cafeteria,4.5,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.730453012386,-38.527296995058
598,Padaria Benfica,Padaria,"Benfica, Fortaleza - CE, 60020-181",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Benfica,-3.735514382709,-38.534295381296
599,Ceiça Bolos,Padaria,"Rua Solon Pinheiro, 831 - José Bonifacio, Fortaleza - CE, 60050-040",Loja De Bolos,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio,-3.737621006434,-38.528662993819
600,Chocolates Paloma,Padaria,(85) 99944-2291,Padaria,4.6,16,0.0,0.0,0 days 00:00:00,0 days 00:00:00,2291,48.2248959,16.8226919
601,Deliciale_Confeitaria,Padaria,"R. Floriano Peixoto, 171 - Centro, Fortaleza - CE, 60025-130",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.723985079745,-38.525952412969
602,Santa Maria Café,Padaria,"(Dentro do Hospital São Camilo) 280, R. Nogueira Acioli - Centro, Fortaleza - CE",Cafeteria,2.8,36,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.729659517953,-38.516756793903
603,Mercearia O Bené,Padaria,"R. Vinte e Cinco de Março, 150 A - Centro, Fortaleza - CE, 60060-120","Mercado Em Fortaleza, Ceará",3.0,5,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.725413015916,-38.521312986743
604,Bomboniere,Padaria,"R. Pedro Borges, 192 - Centro, Fortaleza - CE, 60055-110",Doceria,4.0,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.728234253929,-38.525897533274
605,Rei dos Chocolates,Padaria,"R. Pedro Borges, 192 - Centro, Fortaleza - CE, 60055-110",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.728234253929,-38.525897533274
606,kit festa fortaleza ''CACAU FESTA'',Padaria,"bela cruz - Farias Brito, Fortaleza - CE, 60011-120",Confeitaria,1.7,41,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Farias Brito,-3.73392804542,-38.541699207545
607,Amarú Cosméticos & Baby,Padaria,"R. Pedro Pereira, 151 - Centro, Fortaleza - CE, 60035-000","Loja De Cosmético Em Fortaleza, Ceará",4.8,17,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.730605766229,-38.525848473433
608,MALHY Cozinhas Industriais,Padaria,"Rua 24 de Maio, 1019 - Centro, Fortaleza - CE, 60035-110","Loja De Artigos Domésticos Em Fortaleza, Ceará",4.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.730489394712,-38.533106662919
609,Pão de Açúcar (São Gerardo),Padaria,"Av. Bezerra de Menezes, 1498/1548 - São Gerardo, Fortaleza - CE, 60325-001",Supermercado,4.3,1995,20.0,20.0,0 days 00:20:00,0 days 00:20:00,São Gerardo,-3.733857992913,-38.558395029306
610,Jotacê Carnes & Grill - Benfica,Padaria,"Av. Domingos Olímpio, 387 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60040-081",Açougue,3.9,7,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Joaquim Távora,-3.737774018076,-38.527561025008
611,super Uchôa,Padaria,"Fortaleza - Zone 1, Fortaleza - CE",Supermercado,4.0,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Zone 1,-3.71722,-38.54306
612,Fortaleza Ceará,Padaria,"Av. da Abolição - Meireles, Fortaleza - CE, 60125-160",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles,-3.727182119849,-38.494864622778
613,Nova Oriental,Padaria,"R. Edgar Borges, 32 - Centro, Fortaleza - CE, 60050-000","Loja Em Fortaleza, Ceará",3.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.730080654984,-38.527134107826
614,Paraíba Importados,Padaria,"Centro, Fortaleza - CE, 60050-000","Loja Em Fortaleza, Ceará",4.9,10,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.73448,-38.5271
615,#Gôndolas - Instalações Comerciais,Padaria,"R. Pedro Borges, 30 - Centro, Fortaleza - CE, 60055-110",Moveleiro,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.728197262827,-38.527847889005
616,"Óticas Boris Loja 07: Óculos de Grau, Óculos de Sol e Alianças em Fortaleza CE",Padaria,"R. Pedro Pereira, 554 - Loja 07 - Centro, Fortaleza - CE, 60035-000","Ótica Em Fortaleza, Ceará",5.0,40,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.729127305068,-38.530044385377
617,Máxima Fidelidade,Padaria,"Palácio do Progresso - R. do Pocinho, Nº 33 - Loja 3 - Centro, Fortaleza - CE, 60055-110",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.728139984295,-38.5254910302
618,Super Lagoa,Padaria,"Rua Solon Pinheiro, 136 - Centro, Fortaleza - CE, 60050-040",Supermercado,0.0,0,20.0,20.0,0 days 00:20:00,0 days 00:20:00,Centro,-3.731807950253,-38.526704254945
619,Leve & natural,Padaria,"R. Barão do Rio Branco, 2027 - José Bonifacio, Fortaleza - CE, 60025-061",Lanchonete,4.3,4,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio,-3.735949990217,-38.531256019385
620,Lanchonete Hiper Lanche,Padaria,"Rua General Bezerril, 593 - Centro, Fortaleza - CE, 60055-100",Lanchonete,4.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.728649981194,-38.526678997337
621,Fortaleza,Padaria,"R. Esperança - Vicente Pinzon, Fortaleza - CE, 60181-200",Armazém,4.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Vicente Pinzon,-3.728031395727,-38.477226782223
622,Esquina das Variedades,Padaria,"R. Pedro Pereira, 732 - Centro, Fortaleza - CE, 60035-000","Loja De Variedades Em Fortaleza, Ceará",5.0,3,10.0,60.0,0 days 00:10:00,0 days 01:00:00,Centro,-3.728399990931,-38.532308032053
623,Remap Elétrica e Iluminação Ltda Me,Padaria,"R. Pedro 1, 619 A - Centro, Fortaleza - CE, 60035-100","Loja De Iluminação Em Fortaleza, Ceará",4.4,18,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.730647011535,-38.530170982019
624,Dr. Visão - Ótica em Fortaleza,Padaria,"R. Pedro Pereira, n° 530 - Loja 01 - Centro, Fortaleza - CE, 60035-000","Ótica Em Fortaleza, Ceará",4.3,18,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.729064005301,-38.530273995609
625,Shopping Dos Livros,Padaria,"Rua General Bezerril, 420 - Centro, Fortaleza - CE, 60055-100","Livraria Em Fortaleza, Ceará",3.3,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.727045014374,-38.526349001809
626,PRN Comércio de Confecções,Padaria,"Av. Duque de Caxias, 235 - Centro, Fortaleza - CE, 60035-110",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.732957986059,-38.526787040069
627,Condomínio do Edifício Atlantic Hills,Padaria,"R. Gothardo Moraes, 155 - Papicu, Fortaleza - CE, 60190-801","Complexo De Condomínio Em Fortaleza, Ceará",4.7,15,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Papicu,-3.746745001407,-38.462874022528
628,Construmix,Padaria,"Condomínio Edifício Gal Tiburcio - loja 4, R. São Paulo, 32 - Centro, Fortaleza - CE","Loja De Ferragens Em Fortaleza, Ceará",4.5,4,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.726755000524,-38.52576201713
629,j alves e oliveira ltda,Padaria,"R. Sen. Pompeu, 940 - Centro, Fortaleza - CE, 60025-000","Loja Em Fortaleza, Ceará",3.0,1,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Centro,-3.726894014388,-38.529606041745
630,Pão de Açúcar,Padaria,"Shop. Aldeota - Av. Dom Luís, 500 - Lj.40 - Aldeota, Fortaleza - CE, 60160-230",Supermercado,4.4,840,10.0,10.0,0 days 00:10:00,0 days 00:10:00,Aldeota,-3.733613995711,-38.496900023193
631,Elétrica Fortaleza,Padaria,"R. Pedro 1, 639 - Centro, Fortaleza - CE, 60035-100","Loja De Materiais Elétricos Em Fortaleza, Ceará",5.0,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.73057299933,-38.530413973392
632,A Esmeralda,Padaria,"R. Guilherme Rocha, 250 - Centro, Fortaleza - CE, 60030-140","Loja De Roupa Em Fortaleza, Ceará",4.0,6,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.726778008848,-38.528478005216
633,Fardamentos Intuito Fatal,Padaria,"Rua Conselheiro Tristão, 622 - José Bonifacio, Fortaleza - CE, 60050-100","Loja De Uniformes Em Fortaleza, Ceará",4.0,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio,-3.739493020689,-38.526931963175
634,Via Cosméticos,Padaria,"R. Floriano Peixoto, 577 - Centro, Fortaleza - CE, 60025-130","Loja De Cosmético Em Fortaleza, Ceará",5.0,7,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.727681997105,-38.527227006167
635,Perfecta Curitiba,Padaria,"Av. Aguanambi, 837 - Fátima, Fortaleza - CE, 60040-290","Equipamentos De Panificação Em Fortaleza, Ceará",4.5,4,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Fátima,-3.746032200475,-38.525154305209
636,Skinão das Ferragens,Padaria,"R. São Paulo, 32 - Loja 02 - Centro, Fortaleza - CE, 60030-100","Loja De Ferramentas Em Fortaleza, Ceará",5.0,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.726755000524,-38.52576201713
637,Precision Ótica,Padaria,"R. da Assunção, 511 - Centro, Fortaleza - CE, 60050-010","Ótica Em Fortaleza, Ceará",3.0,4,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.734569993678,-38.528658970505
638,Simag - Distribuidora de Produtos de Limpeza.,Padaria,"Av. Visconde do Rio Branco, 1714 - Centro, Fortaleza - CE, 60055-170","Serviço De Distribuição Em Fortaleza, Ceará",4.4,12,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.735953007702,-38.524141040875
639,Grotta,Padaria,"R. Floriano Peixoto, 768 - Centro, Fortaleza - CE, 60025-130",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.729098999747,-38.527679964214
640,Cirúrgica Fortaleza,Padaria,"R. Barão do Rio Branco, 1731 - Centro, Fortaleza - CE, 60025-061","Loja De Artigos Hospitalares Em Fortaleza, Ceará",2.8,5,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.733199007685,-38.530523021952
641,Churros Baia,Padaria,"Centro, Fortaleza - CE, 60050-040",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.73448,-38.5271
642,Bolos Caseiros Artesanais,Padaria,"R. Dr. Gilberto Studart, 2980 - Manuel Dias Branco, Fortaleza - CE, 60191-365",Loja De Bolos,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Manuel Dias Branco,-3.749761983636,-38.461968022614
643,Bolo do Céu,Padaria,"Rua Joaquim Magalhães, 1049,5 Altos - Benfica, Fortaleza - CE, 60040-125",Lanchonete,4.1,7,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Benfica,-3.7396599882,-38.528854017392
644,Pastelaria Araújo,Padaria,"R. dos Cajueiros, 1577 - Dunas, Fortaleza - CE, 60191-665",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Dunas,-3.757938991188,-38.470137025449
645,Espaço Gourmet,Padaria,"Av. Duque de Caxias, 101 - Centro, Fortaleza - CE, 60055-170",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.733318530381,-38.525493820014
646,1 2 3 Comercial De Presentes,Padaria,"R. Floriano Peixoto, 809 - Centro, Fortaleza - CE, 60025-131",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.729587999978,-38.527862019151
647,Manga Rosa,Padaria,"R. Joaquim Magalhães, 262 - Benfica, Fortaleza - CE, 60040-160",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Benfica,-3.737899432349,-38.534377574638
648,Lojão Do Atacadista,Padaria,"Rua Governador Sampaio, 25 - Centro, Fortaleza - CE, 60055-050",Padaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.72546200814,-38.524593998922
649,Limodas Industrial,Padaria,"R. Barão do Rio Branco, 1092 - Centro, Fortaleza - CE, 60025-061","Loja De Roupa Em Fortaleza, Ceará",3.0,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro,-3.727881989315,-38.528514969409
650,Ôxximydog,Restaurante,"R. Raimundo Arruda, 64 - Parquelândia, Fortaleza - CE, 60450-500",Restaurante,5.0,4,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Parquelândia,-3.733881001237,-38.552118995484
651,Restaurante Mariano da Picanha,Restaurante,"Av. Monsenhor Tabosa, 1712 - Meireles, Fortaleza - CE, 60165-010",Restaurante,4.0,1231,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles,-3.724513589347,-38.505512133248
652,"Camarada Camarão: Camarões, Peixes, Happy Hour, Restaurante, Fortaleza CE",Restaurante,"R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60175-055",Restaurante,4.5,867,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Papicu,-3.742328615642,-38.471450178313
653,Cabaña Del Primo - Restaurante de Carnes em Fortaleza,Restaurante,"R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60176-065",Restaurante,4.6,823,5.0,90.0,0 days 00:05:00,0 days 01:30:00,Papicu,-3.742328615642,-38.471450178313
654,Divino Fogão - Riomar Fortaleza,Restaurante,"Rua Desembargador Lauro Nogueira, 1500 piso L3 sala coml 3030 - Papicu, Fortaleza - CE, 60176-065",Restaurante,4.2,667,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Papicu,-3.742328615642,-38.471450178313
655,Hard Rock Cafe,Restaurante,"R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60175-055",Restaurante,4.7,5290,10.0,90.0,0 days 00:10:00,0 days 01:30:00,Papicu,-3.742328615642,-38.471450178313
656,Delicias da Iaiá,Restaurante,"Rua Dr. Ribamar Lobo, N° 20 - Papicu, Fortaleza - CE, 60176-145",Restaurante Brasileiro,4.4,5,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Papicu,-3.743885085571,-38.467152523927
657,Cocina 378,Restaurante,"R. Vilebaldo Aguiar, 378 - Cocó, Fortaleza - CE, 60192-010",Restaurante,4.7,510,150.0,150.0,0 days 02:30:00,0 days 02:30:00,Cocó,-3.741238449566,-38.4858488347
658,Quintal Restaurante,Restaurante,"Av. Desembargador Moreira, 533 - Meireles, Fortaleza - CE, 60170-000",Restaurante,4.6,350,45.0,90.0,0 days 00:45:00,0 days 01:30:00,Meireles,-3.731129012877,-38.496593999908
659,Cemoara Restaurante,Restaurante,"R. Joaquim Nabuco, 166 - Meireles, Fortaleza - CE, 60125-120",Restaurante De Frutos Do Mar,4.4,54,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles,-3.726785207452,-38.498625871971
660,Santa Grelha,Restaurante,"R. Tibúrcio Cavalcante, 790 - Meireles, Fortaleza - CE, 60125-100",Restaurante,4.7,1799,150.0,150.0,0 days 02:30:00,0 days 02:30:00,Meireles,-3.731631005058,-38.501240005019
661,Cabaña Del Primo,Restaurante,"R. Maria Tomásia, 503 - Aldeota, Fortaleza - CE, 60170-001",Restaurante,4.7,1313,10.0,90.0,0 days 00:10:00,0 days 01:30:00,Aldeota,-3.735201720189,-38.497935717967
662,Balcony Bistro,Restaurante,"R. Frederico Borges, 616 - Meireles, Fortaleza - CE, 60175-040",Restaurante,4.8,227,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles,-3.735101993072,-38.489067972865
663,Restaurante Mucuripe,Restaurante,"Av. Beira Mar, 3980 - Mucuripe, Fortaleza - CE, 60165-121",Restaurante De Frutos Do Mar,4.6,189,180.0,180.0,0 days 03:00:00,0 days 03:00:00,Mucuripe,-3.723308990581,-38.485389993752
